Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
3626;72191300;Volksbank Raiffeisenbank Eichstätt;Eichstätt, Bay;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3627;72191500;Liga Spar und Kreditgenossenschaft Regensburg Filiale Eichstätt;Eichstätt;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3628;72191600;Hallertauer Volksbank;Pfaffenhofen a.d.Ilm;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3629;72191800;Volksbank Schrobenhausen;Schrobenhausen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3630;72192000;Volksbank Neuburg -alt-;Neuburg a.d.Donau;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3631;72220074;Bayerische Hypo- und Vereinsbank AG - HVB;Donauwörth;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3632;72223182;Bayerische Hypo- und Vereinsbank AG - HVB;Nördlingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3633;72250000;Sparkasse Nördlingen;Nördlingen;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i094.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.02.2008;;;;;
3634;72250160;Sparkasse Donauwörth;Donauwörth;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i033.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;12.10.2008;;;;;
3635;72251520;Kreis- und Stadtsparkasse Dillingen;Dillingen;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i031.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;21.09.2008;;;;;
3636;72261754;Raiffeisenbank Rain am Lech;Rain, Lech;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3637;72262401;Raiffeisen-Volksbank Dillingen;Dillingen a.d.Donau;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3638;72262901;Genossenschaftsbank Wertingen -alt-;Wertingen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3639;72290100;Raiffeisen-Volksbank Donauwörth;Donauwörth;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3640;73050000;Sparkasse Neu-Ulm-Illertissen;Neu-Ulm-Illertissen;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i091.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.02.2008;;;;;
3641;73061191;VR-Bank Neu-Ulm/Weißenhorn;Weißenhorn;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3642;73090000;Volksbank Neu-Ulm;Neu-Ulm;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3643;73120075;Bayerische Hypo- und Vereinsbank AG - HVB;Memmingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3644;73120075;Bayerische Hypo- und Vereinsbank AG - HVB;Babenhausen, Schwab;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3645;73120075;Bayerische Hypo- und Vereinsbank AG - HVB;Bad Wörishofen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3646;73120075;Bayerische Hypo- und Vereinsbank AG - HVB;Ottobeuren;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3647;73120075;Bayerische Hypo- und Vereinsbank AG - HVB;Buchloe;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3648;73120075;Bayerische Hypo- und Vereinsbank AG - HVB;Mindelheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3649;73140046;Commerzbank;Memmingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
3650;73150000;Sparkasse Memmingen-Lindau-Mindelheim;Memmingen;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i076.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;22.07.2007;;;;;
3651;73160000;Genossenschaftsbank Unterallgäu;Mindelheim;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3652;73161455;Raiffeisenbank Bad Grönenbach;Bad Grönenbach, Allgäu;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3653;73180011;Dresdner Bank;Memmingen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3654;73190000;VR-Bank Memmingen;Memmingen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3655;73191500;Volksbank Ulm-Biberach;Illertissen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3656;73320073;Bayerische Hypo- und Vereinsbank AG - HVB;Kempten (Allgäu);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3657;73320073;Bayerische Hypo- und Vereinsbank AG - HVB;Füssen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3658;73321177;Bayerische Hypo- und Vereinsbank AG - HVB;Oberstdorf;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3659;73322380;Bayerische Hypo- und Vereinsbank AG - HVB;Immenstadt i. Allgäu;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3660;73322380;Bayerische Hypo- und Vereinsbank AG - HVB;Oberstaufen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3661;73322380;Bayerische Hypo- und Vereinsbank AG - HVB;Pfronten;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3662;73322380;Bayerische Hypo- und Vereinsbank AG - HVB;Sonthofen, Oberallgäu;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3663;73340046;Commerzbank;Kempten ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
3664;73350000;Sparkasse Allgäu (Kempten);Allgäu ;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i064.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;23.09.2007;;;;;
3665;73351635;Sparkasse Riezlern;Riezlern;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i073.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;23.09.2007;;;;;
3666;73361592;Raiffeisenbank Kleinwalsertal;Hirschegg, Kleinwalsertal;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3667;73362421;Bankhaus Jungholz Zndl der Raiffeisenbank Reutte;Jungholz, Tirol;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3668;73369264;Raiffeisenbank im Allgäuer Land;Dietmannsried;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3669;73369750;Raiffeisenbank Erkheim -alt-;Erkheim;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3670;73369821;Raiffeisen-Bodenseebank;Lindau (Bodensee);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3671;73369823;Raiffeisenbank Westallgäu;Gestratz;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3672;73369824;Raiffeisenbank Heimenkirch-Ellhofen -alt-;Heimenkirch;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3673;73369826;Volksbank;Lindenberg i. Allgäu;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3674;73369851;Raiffeisenbank Aitrang-Ruderatshofen;Aitrang;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3675;73369854;Raiffeisenbank Fuchstal-Denklingen;Fuchstal b Landsberg a Lech;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3676;73369859;Raiffeisenbank;Bidingen, Schwab;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3677;73369871;Raiffeisenbank Baisweil-Eggenthal-Friesenried;Eggenthal, Schwab;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3678;73369878;Raiffeisenbank Füssen-Pfronten-Nesselwang;Füssen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3679;73369881;Raiffeisenbank Haldenwang;Haldenwang, Allgäu;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3680;73369888;Raiffeisenbank Irsee-Pforzen-Rieden -alt-;Irsee;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3681;73369902;Raiffeisenbank;Kempten (Allgäu);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3682;73369915;Raiffeisenbank Obergermaringen;Germaringen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3683;73369918;Raiffeisenbank Kirchweihtal;Pforzen;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3684;73369920;Raiffeisenbank Oberallgäu-Süd;Sonthofen, Oberallgäu;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3685;73369933;Raiffeisenbank Südliches Ostallgäu;Seeg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3686;73369936;Raiffeisenbank Seeg -alt-;Seeg;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3687;73369951;Raiffeisenbank -alt-;Unterthingau;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3688;73369954;Raiffeisenbank Wald-Görisried;Wald, Ostallgäu;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3689;73370008;Deutsche Bank AG;Memmingen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3690;73370008;Deutsche Bank AG;Kempten (Allgäu);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3691;73370008;Deutsche Bank AG;Sonthofen, Oberallgäu;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3692;73370008;Deutsche Bank AG;Marktoberdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3693;73370008;Deutsche Bank AG;Kaufbeuren;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3694;73370024;Deutsche Bank Privat und Geschäftskunden AG;Kaufbeuren;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3695;73370024;Deutsche Bank Privat und Geschäftskunden AG;Kempten (Allgäu);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3696;73370024;Deutsche Bank Privat und Geschäftskunden AG;Marktoberdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3697;73370024;Deutsche Bank Privat und Geschäftskunden AG;Memmingen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3698;73370024;Deutsche Bank Privat und Geschäftskunden AG;Sonthofen, Oberallgäu;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
3699;73380004;Dresdner Bank;Kempten;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3700;73390000;Allgäuer Volksbank Kempten-Sonthofen;Kempten (Allgäu);FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3701;73391600;Volksbank im Kleinwalsertal;Riezlern, Kleinwalsertal;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3702;73392000;Volksbank Immenstadt;Immenstadt i. Allgäu;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3703;73420071;Bayerische Hypo- und Vereinsbank AG - HVB;Kaufbeuren;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3704;73420071;Bayerische Hypo- und Vereinsbank AG - HVB;Türkheim, Wertach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3705;73420071;Bayerische Hypo- und Vereinsbank AG - HVB;Lechbruck am See;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3706;73420071;Bayerische Hypo- und Vereinsbank AG - HVB;Marktoberdorf;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3707;73421478;Bayerische Hypo- und Vereinsbank AG - HVB;Schongau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3708;73421478;Bayerische Hypo- und Vereinsbank AG - HVB;Peißenberg;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3709;73450000;Kreis- und Stadtsparkasse Kaufbeuren;Kaufbeuren;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i059.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;04.05.2008;;;;;
3710;73451450;Kreissparkasse Schongau;Schongau;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i105.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;04.05.2008;;;;;
3711;73460046;VR Bank Kaufbeuren-Ostallgäu;Kaufbeuren;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3712;73480013;Dresdner Bank;Kaufbeuren;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
3713;73491300;Volksbank Ostallgäu -alt-;Marktoberdorf;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
3714;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Passau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3715;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Osterhofen, Niederbay;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3716;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Waldkirchen, Niederbay;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3717;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Plattling;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3718;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Regen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3719;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Zwiesel;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3720;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Vilshofen, Niederbay;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3721;74020074;Bayerische Hypo- und Vereinsbank AG - HVB;Pocking;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;;;;;;;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;03.08.2005;;;;;
3722;74020100;Raiffeisenlandesbank Oberösterreich;Passau;BV Zahlungssysteme GmbH;BdB;;;;;;;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;21.10.2004;;;;;
3723;74040082;Commerzbank;Passau;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
3724;74050000;Sparkasse Passau;Passau;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i050.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;04.05.2008;;;;;
3725;74051230;Sparkasse Freyung-Grafenau;Freyung-Grafenau;Finanz Informatik GmbH & Co. KG (Bayern);DSGV;i032.by.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-by.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;24.02.2008;;;;;
3726;74061101;Raiffeisenbank Am Goldenen Steig;Röhrnbach;FIDUCIA IT AG;BVR;hbci01.fiducia.de;;3.0;;;;ja;;;;ja;;ja;ja;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;18.12.2009;;;;;
